Timestamp,IP_Address,Request_Type,Status_Code,Anomaly_Flag,User_Agent,Session_ID,Location
2023-01-01 18:35:00,64.191.35.8,PUT,500,0,Bot,3310,Germany
2023-01-01 18:36:00,230.212.179.125,PUT,500,0,Firefox,2408,China
2023-01-01 18:37:00,145.246.153.205,POST,301,0,Firefox,4226,China
2023-01-01 18:38:00,180.225.152.194,POST,200,0,Safari,4386,USA
2023-01-01 18:39:00,221.218.157.78,GET,403,0,Bot,4480,Brazil
2023-01-01 18:40:00,48.107.136.207,PUT,403,0,Safari,1389,Germany
2023-01-01 18:41:00,158.144.244.40,DELETE,403,0,Chrome,4523,Canada
2023-01-01 18:42:00,184.57.218.251,POST,301,0,Bot,4376,Germany
2023-01-01 18:43:00,43.15.42.226,DELETE,500,0,Edge,3622,France
2023-01-01 18:44:00,103.97.65.168,POST,200,0,Firefox,4025,Brazil
2023-01-01 18:45:00,175.80.128.250,POST,500,0,Edge,2090,China
2023-01-01 18:46:00,130.235.149.95,POST,403,0,Chrome,1274,Germany
2023-01-01 18:47:00,210.170.61.98,DELETE,500,0,Bot,4090,China
2023-01-01 18:48:00,91.47.125.159,GET,200,0,Chrome,3243,India
2023-01-01 18:49:00,248.203.30.73,POST,301,0,Safari,1097,India
2023-01-01 18:50:00,97.2.182.41,POST,403,0,Bot,4216,France
2023-01-01 18:51:00,12.123.46.56,DELETE,500,0,Edge,1765,France
2023-01-01 18:52:00,80.61.205.38,PUT,404,0,Edge,2898,China
2023-01-01 18:53:00,5.209.55.132,GET,200,0,Edge,4851,Germany
2023-01-01 18:54:00,241.124.215.241,GET,500,0,Bot,1256,Canada
2023-01-01 18:55:00,11.16.72.240,DELETE,301,0,Firefox,1698,USA
2023-01-01 18:56:00,117.81.9.110,DELETE,301,0,Firefox,3778,China
2023-01-01 18:57:00,14.71.234.3,GET,301,0,Firefox,2016,Germany
2023-01-01 18:58:00,109.176.161.68,GET,500,0,Bot,4506,France
2023-01-01 18:59:00,127.50.107.192,GET,301,0,Bot,1996,India
2023-01-01 19:00:00,52.59.153.248,POST,404,0,Bot,1322,Germany
2023-01-01 19:01:00,172.245.119.63,DELETE,500,0,Firefox,3237,USA
2023-01-01 19:02:00,93.228.29.55,PUT,200,0,Opera,4031,Brazil
2023-01-01 19:03:00,220.197.96.213,DELETE,500,0,Bot,4450,Germany
2023-01-01 19:04:00,77.241.224.147,PUT,200,0,Bot,1537,France
2023-01-01 19:05:00,136.54.120.170,POST,404,0,Opera,1091,India
2023-01-01 19:06:00,102.176.39.253,POST,403,0,Safari,4398,Germany
2023-01-01 19:07:00,24.195.67.53,GET,404,0,Opera,2666,India
2023-01-01 19:08:00,47.187.123.164,GET,500,0,Opera,2035,India
2023-01-01 19:09:00,218.90.190.57,GET,404,0,Bot,4996,India
2023-01-01 19:10:00,181.97.206.115,POST,500,0,Safari,4402,USA
2023-01-01 19:11:00,187.221.86.7,POST,301,0,Chrome,3333,France
2023-01-01 19:12:00,233.83.31.247,PUT,403,0,Safari,3568,France
2023-01-01 19:13:00,220.97.123.105,GET,200,0,Opera,3363,Brazil
2023-01-01 19:14:00,192.38.95.58,GET,200,0,Edge,2793,Canada
2023-01-01 19:15:00,235.198.107.140,POST,500,0,Chrome,3052,Germany
2023-01-01 19:16:00,53.66.7.235,DELETE,403,0,Firefox,4022,Canada
2023-01-01 19:17:00,35.187.207.0,DELETE,500,0,Firefox,4631,Germany
2023-01-01 19:18:00,222.172.90.221,GET,200,0,Edge,1236,USA
2023-01-01 19:19:00,237.167.156.232,PUT,200,0,Chrome,3560,India
2023-01-01 19:20:00,163.143.62.158,PUT,500,0,Chrome,3914,China
2023-01-01 19:21:00,16.73.144.161,DELETE,404,0,Chrome,4806,Brazil
2023-01-01 19:22:00,197.119.163.129,DELETE,403,0,Chrome,3749,Brazil
2023-01-01 19:23:00,96.113.208.110,POST,403,0,Edge,4187,USA
2023-01-01 19:24:00,146.199.193.25,PUT,200,0,Bot,2808,USA
2023-01-01 19:25:00,38.141.161.53,GET,500,1,Bot,4031,USA
2023-01-01 19:26:00,58.152.175.13,GET,500,0,Chrome,3977,India
2023-01-01 19:27:00,228.26.60.91,POST,200,1,Chrome,4241,Germany
2023-01-01 19:28:00,172.116.115.24,POST,404,0,Firefox,2766,Brazil
2023-01-01 19:29:00,62.20.28.254,PUT,404,0,Opera,1596,China
2023-01-01 19:30:00,42.200.195.102,POST,301,0,Edge,4029,USA
2023-01-01 19:31:00,150.88.24.108,POST,200,0,Safari,4637,Germany
2023-01-01 19:32:00,110.79.51.96,DELETE,500,0,Opera,4253,France
